Time [s];TipDxc1 [m];TipDyc1 [m];TipDxc2 [m];TipDyc2 [m];TipDxc3 [m];TipDyc3 [m];BldPitch1 [deg];BldPitch2 [deg];BldPitch3 [deg];PtfmSurge [m];PtfmSway [m];PtfmHeave [m];PtfmRoll [deg];PtfmPitch [deg];PtfmYaw [deg];Azimuth [deg];RotSpeed [rpm];RotAccel [deg/s^2];LSSGagP [deg];LSSGagV [rpm];LSSGagA [deg/s^2];GenSpeed [rpm];GenAccel [deg/s^2];YawPos [deg];YawRate [deg/s];YawAccel [deg/s^2];YawBrTDxp [m];YawBrTDyp [m];YawBrTDzp [m];YawBrTDxt [m];YawBrTDyt [m];YawBrTDzt [m];YawBrTAxp [m/s^2];YawBrTAyp [m/s^2];YawBrTAzp [m/s^2];RootFxc1 [kN];RootFyc1 [kN];RootFzc1 [kN];RootFxb1 [kN];RootFyb1 [kN];RootMxc1 [kN-m];RootMyc1 [kN-m];RootMzc1 [kN-m];RootMxb1 [kN-m];RootMyb1 [kN-m];RootFxc2 [kN];RootFyc2 [kN];RootFzc2 [kN];RootFxb2 [kN];RootFyb2 [kN];RootMxc2 [kN-m];RootMyc2 [kN-m];RootMzc2 [kN-m];RootMxb2 [kN-m];RootMyb2 [kN-m];RootFxc3 [kN];RootFyc3 [kN];RootFzc3 [kN];RootFxb3 [kN];RootFyb3 [kN];RootMxc3 [kN-m];RootMyc3 [kN-m];RootMzc3 [kN-m];RootMxb3 [kN-m];RootMyb3 [kN-m];RotThrust [kN];LSShftFya [kN];LSShftFza [kN];LSShftFys [kN];LSShftFzs [kN];LSShftTq [kN-m];LSSTipMya [kN-m];LSSTipMza [kN-m];LSSTipMys [kN-m];LSSTipMzs [kN-m];LSSGagMya [kN-m];LSSGagMza [kN-m];LSSGagMys [kN-m];LSSGagMzs [kN-m];HSShftTq [kN-m];HSShftPwr [kW];HSSBrTq [kN-m];YawBrFxn [kN];YawBrFyn [kN];YawBrFzn [kN];YawBrFxp [kN];YawBrFyp [kN];YawBrMxn [kN-m];YawBrMyn [kN-m];YawBrMzn [kN-m];YawBrMxp [kN-m];YawBrMyp [kN-m];TwrBsFxt [kN];TwrBsFyt [kN];TwrBsFzt [kN];TwrBsMxt [kN-m];TwrBsMyt [kN-m];TwrBsMzt [kN-m];NcIMUTAxs [m/s^2];NcIMUTAys [m/s^2];Wave1Elev [m];WRPSurge [m];WRPSway [m];WRPHeave [m];WRPRoll [rad];WRPPitch [rad];WRPYaw [rad];HydroFxi [N];HydroFyi [N];HydroFzi [N];HydroMxi [N-m];HydroMyi [N-m];HydroMzi [N-m];HdrStcFxi [N];HdrStcFyi [N];HdrStcFzi [N];HdrStcMxi [N-m];HdrStcMyi [N-m];HdrStcMzi [N-m];RdtnFxi [N];RdtnFyi [N];RdtnFzi [N];RdtnMxi [N-m];RdtnMyi [N-m];RdtnMzi [N-m];FAIRTEN1 [N];FAIRTEN2 [N];FAIRTEN3 [N];ANCHTEN1 [N];ANCHTEN2 [N];ANCHTEN3 [N];PtfmTilt [deg];PtfmShift [m];TwrBsShear [kN];TwrBsBend [kN-m];YawBrShear [kN];YawBrBend [kN-m];RootShear1 [kN];RootShear2 [kN];RootShear3 [kN];RootBend1 [kN-m];RootBend2 [kN-m];RootBend3 [kN-m];FAIRTEN1_t [t];FAIRTEN2_t [t];FAIRTEN3_t [t]
      29.1;-1.9592E-2;-1.9406E-2;0.12337881;  -0.51108;-2.5145E-2;0.48186442;         0;         0;         0;-2.3113461;-1.3824E-3;-1.8619417;-2.3777E-3;-1.1444618;9.05383E-4;1.64797E-2;-2.7223E-8;-0.1879729;         0;         0;         0;         0;         0;         0;         0;         0;-2.3307E-2;-1.5266E-3;8.79201E-6;-2.3307E-2;-1.5266E-3;-3.9515E-6;-0.1846624;-4.1556E-3;4.09419E-2;14.8345861; -5.572185;-409.68027;14.8345861; -5.572185;247.075119;237.384735;6.14606E-3;247.075119;237.384735;38.4570122;-347.52148;202.687729;38.4570122;-347.52148;8836.54785;839.417114;-3.8651323;8836.54785;839.417114;36.2451019;338.711273;202.750366;36.2451019;338.711273; -8474.752;724.152466;-1.1565439; -8474.752;724.152466;179.251968;-1.1229069;-2240.0437;-0.4944246;-2240.0437;649.923523;-1331.6329;110.695816;-1331.6801;110.350731;-9283.7842;114.679283;-9283.8105;112.090508;12.9984684;         0;         0;-20.999584;1.14239824;-6641.6392;-20.999584;1.14239824;654.722473;-5484.4214;61.2127571;654.722473;-5484.4214;-99.715302;4.36974812;-15299.668;318.332855; -10967.04;61.1822662; -0.192956;-3.7295E-3;-0.8668647;-2.3113461;-1.3824E-3;-1.8619417;-4.1499E-5;-1.9975E-2;1.58019E-5;-2106357.5;-674.97711; 125373080;-130471.94;-5.19087E9;-28542.752;         0;         0; 126208984;69184.8672; -5.2366E9;         0;709618.688;-850.55914; 490098.75;-240364.67; -89583160;33676.4414;1073672.88;1348860.75;1349614.75;849414.625;1120105.25;1120848.25;1.14446422;2.31134647;99.8110017;10971.6591; 21.030635;5523.36306; 15.846583;349.642852;340.645026;342.633371;8876.32801;8505.63445;109.558457;137.638852;137.715791
    29.125;-1.6696E-2; -1.683E-2; 0.1416451;-0.4735692;-3.4139E-2; 0.4416371;         0;         0;         0;-2.3064537;-1.3777E-3;-1.8674585;-2.3592E-3;-1.1450241;8.93578E-4;1.64797E-2;-7.7991E-4;-0.1861681;         0;         0;         0;         0;         0;         0;         0;         0; -2.254E-2;-1.4641E-3;8.23763E-6; -2.254E-2;-1.4641E-3;-3.6999E-6;-0.1845649;-3.8835E-3;4.27637E-2;15.1165085;-5.0460229;-409.71997;15.1165085;-5.0460229;218.418213;250.687073;3.44058E-3;218.418213;250.687073;39.8295517;-340.01877;202.739761;39.8295517;-340.01877;8429.05078;917.238892;-3.7322044;8429.05078;917.238892;35.3236694;330.751221;202.775009;35.3236694;330.751221;-8041.3916;674.355103;-1.0744374;-8041.3916;674.355103;180.026657;-0.5062711;-2226.8271;0.11595035;-2226.8274;646.808044;-1298.8127;224.760498;-1298.8606;224.421432;-9204.0156;226.554367;-9204.1113;224.009735;12.9361582;         0;         0;-18.952896;1.62062895;-6629.4893;-18.952896;1.62062895;659.828369;-5349.6279;170.442963;659.828369;-5349.6279;-97.251823;4.80778217;-15289.122;276.057678;-10630.226;170.413376;-0.1932366;-3.4492E-3;-0.8785859;-2.3064537;-1.3777E-3;-1.8674585;-4.1176E-5;-1.9984E-2;1.55959E-5;-2138972.5;-763.49091; 125381992;-94054.398;-5.19179E9;-65480.555;         0;         0; 126222224;67762.5234;-5.23714E9;         0;    733486;-944.63977;427141.094;-203944.36; -87713384;-1563.7043;1073164.62;1349073.38;1349714.62;848957.625; 1120181.5;   1120800;1.14502649;2.30645412;97.3705907;10633.8095;19.0220585;5390.16627;15.9364731;342.343623;332.632127; 332.49139;8478.81031;8069.61794;109.506594;137.660548;137.725982
     29.15;-1.2721E-2; -1.413E-2;0.16038169;-0.4382118;-4.1907E-2;0.40370709;         0;         0;         0;-2.3015614; -1.373E-3;-1.8729397;-2.3403E-3;-1.1455864;8.81772E-4;1.64797E-2;-1.5492E-3;-0.1828737;         0;         0;         0;         0;         0;         0;         0;         0; -2.193E-2;-1.4033E-3;7.79534E-6; -2.193E-2;-1.4033E-3;-3.5009E-6;-0.1834735;-3.4805E-3;4.44866E-2; 15.406846;-4.4811821;-409.76501; 15.406846;-4.4811821;187.927185;266.526123;7.86633E-4;187.927185;266.526123;41.1811562;-332.93494;202.788696;41.1811562;-332.93494;8044.72217;995.171875;-3.5880375;8044.72217;995.171875;34.4689941;323.279755;202.788818;34.4689941;323.279755;-7634.0259;629.496643;-0.9764891;-7634.0259;629.496643;180.746704;0.10127336;-2214.4153;0.71342999;-2214.4155;638.996033;-1267.9875;334.441864;-1268.0835;334.108582;-9129.1162;334.066223;-9129.2129;331.564026;12.7799187;         0;         0;-17.521645;2.02717042;-6618.0703;-17.521645;2.02717042;660.060486;-5224.3008; 275.60556;660.060486;-5224.3008;-95.498535;5.14184284;-15279.211;239.366028;-10380.137;275.576843;-0.1924949;-3.0367E-3;-0.8903071;-2.3015614; -1.373E-3;-1.8729397;-4.0846E-5;-1.9994E-2;1.53898E-5;  -2171278;-805.58899; 125391752;-62731.969;-5.19264E9;-101145.24;         0;         0; 126235520;66324.4297;-5.23769E9;         0;757601.938;-991.68011;365276.469;-172490.45; -85766768;-35524.387; 1072656.5;   1349286; 1349826.5;848508.438;1120249.75;1120759.88;1.14558876;2.30156177;95.6368588;10382.8962;17.6385217;5265.83312;16.0453077;335.472144;325.112152;326.117772; 8106.0423;7659.93584;109.454745;137.682245;137.737398
    29.175;-7.6988E-3;-1.1371E-2;0.17934102;-0.4058789;-4.8334E-2;0.36897048;         0;         0;         0;-2.2967734;-1.3683E-3;-1.8783857; -2.321E-3;-1.1460363;8.70021E-4;1.64797E-2;-2.3018E-3;-0.1781398;         0;         0;         0;         0;         0;         0;         0;         0;-2.1467E-2;-1.3438E-3;7.45905E-6;-2.1467E-2;-1.3438E-3;-3.3524E-6;-0.1815052;-2.9671E-3;4.60999E-2; 15.704196;-3.8897932;-409.81509; 15.704196;-3.8897932;156.302338;284.778168;-1.4164E-3;156.302338;284.778168;42.4955368;-326.44757;202.835098;42.4955368;-326.44757; 7692.9375;1072.04797;-3.4399953; 7692.9375;1072.04797;33.7033272;316.476746;202.794495;33.7033272;316.476746;-7262.0908;590.468262;-0.8711995;-7262.0908;590.468262;181.422073;0.68786794;-2203.1187;1.28590071;-2203.1189;626.580566;-1239.9171;437.819122;-1240.0137;437.491302;-9060.9531; 435.40094;-9061.1182;432.938721;12.5316095;         0;         0;-16.662893;2.36020756;-6607.6758;-16.662893;2.36020756;655.349121;-5111.3213;375.013977;655.349121;-5111.3213;-94.322281;5.37289333;-15270.236;208.371826;-10208.704;374.986084;-0.1907909;-2.5137E-3;-0.9019669;-2.2967734;-1.3683E-3;-1.8783857;-4.0509E-5;-2.0002E-2;1.51847E-5;  -2203377;-803.96979; 125402568;-36337.605;-5.19343E9; -134961.3;         0;         0; 126248816;64886.3398;-5.23824E9;         0;782028.625;-995.46497;304286.281;-146002.95; -83751856;-67638.977;1072163.62;1349494.62;1349954.38;848090.188;   1120314;1120735.75;1.14603862;2.29677384;94.4751854;10210.8304;16.8292184;5153.16289;16.1787596;329.201894;318.266311;324.852313;7767.27586;7286.05626;109.404452;137.703533;137.750446
      29.2;-1.6904E-3;-8.6138E-3;0.19826323;-0.3773102;-5.3297E-2;0.33830711;         0;         0;         0;-2.2920892;-1.3635E-3;-1.8838316;-2.3013E-3;-1.1464862;8.58434E-4;1.64797E-2;-3.0319E-3;-0.1720309;         0;         0;         0;         0;         0;         0;         0;         0; -2.115E-2;-1.2855E-3;7.22058E-6; -2.115E-2;-1.2855E-3;-3.2482E-6;-0.1787962;-2.3639E-3;4.75979E-2;16.0071564;-3.2844434;-409.87088;16.0071564;-3.2844434;124.243965;305.195709;-2.7305E-3;124.243965;305.195709;43.7540894;-320.71078;  202.8806;43.7540894;-320.71078; 7382.0083; 1146.8103;-3.2985413; 7382.0083; 1146.8103;33.0448723;310.508392;202.796097;33.0448723;310.508392;-6935.0229;558.124146;-0.7666827;-6935.0229;558.124146;182.062668; 1.2416544;-2193.2148;1.82163942;-2193.2151;609.677917;-1215.3615;533.217773; -1215.506; 532.89502;-9001.2607;528.842651;-9001.4268;526.466309;12.1935558;         0;         0;-16.319393;2.61792588;-6598.5781;-16.319393;2.61792588;645.717529;-5013.2612;466.981628;645.717529;-5013.2612;-93.656479;5.50285959;-15262.457;182.733231;-10115.929;466.954498;-0.1883052;-1.9031E-3;-0.9136881;-2.2920892;-1.3635E-3;-1.8838316;-4.0165E-5; -2.001E-2;1.49825E-5;-2235166.2;-765.11011; 125414688;-14620.722;-5.19416E9;-166388.08;         0;         0; 126262224;63463.9922;-5.23879E9;         0; 806641.75;-961.40131;244607.688;-124233.54; -81677176;-97359.141;1071670.88;1349723.25;1350102.12; 847679.75;1120386.25;1120727.62;1.14648847;2.29208963; 93.818002; 10117.579;16.5280407;5054.67499;16.3406433;323.681677; 312.26179;329.516288; 7470.5569;6957.44536;109.354171;137.726862;137.765523
    29.225; 5.2424E-3;-5.9245E-3;0.21690081;-0.3532454;-5.6696E-2; 0.3124339;         0;         0;         0;-2.2874053;-1.3588E-3;-1.8892069;-2.2814E-3;-1.1468235; 8.4712E-4;1.64797E-2;-3.7335E-3;-0.1646185;         0;         0;         0;         0;         0;         0;         0;         0; -2.098E-2;-1.2279E-3;7.07587E-6; -2.098E-2;-1.2279E-3;-3.1882E-6;-0.1754636;-1.6939E-3;4.89862E-2;16.3143253;-2.6774914;-409.93387;16.3143253;-2.6774914;92.4412537;327.655029;-2.8207E-3;92.4412537;327.655029;44.9416847;-315.86203;202.928268;44.9416847;-315.86203;7119.54004;1218.34619;-3.1756895;7119.54004;1218.34619;32.5108261;305.527435;202.798752;32.5108261;305.527435;-6660.6562;533.244019;-0.6698936;-6660.6562;533.244019; 182.68837;1.75156474;-2184.9673;2.30970502;-2184.9675;588.450745;-1194.9855;619.111023;-1195.1304;618.792786;-8951.6396;612.871521;-8951.8066;610.577393;11.7690125;         0;         0;-16.462519;2.80032516;-6591.0273;-16.462519;2.80032516; 631.16571;-4932.6938;550.070007; 631.16571;-4932.6938;-93.501122; 5.5327034;-15256.124;162.222366;-10091.727;550.093201;-0.1850977;-1.2264E-3;-0.9249796;-2.2874053;-1.3588E-3;-1.8892069;-3.9817E-5;-2.0016E-2; 1.4785E-5;-2264065.5;-695.48639; 125429088;2836.31104;-5.19492E9;-195007.03;         0;         0; 126275632;62062.6406;-5.23935E9;         0;830260.438; -898.1402;184491.891;-106520.03; -79431736;-124209.65; 1071193.5;   1349968;   1350262;  847292.5; 1120474.5;1120735.75;1.14682579;2.28740566;93.6646707;10093.0303;16.6989923;4972.91049;16.5325791;319.043221;307.252286;340.445596;7223.03384;6681.96759;109.305459;137.751837;137.781837
     29.25;1.30225E-2;-3.3602E-3;0.23504336;-0.3342271;-5.8476E-2;0.29200253;         0;         0;         0;-2.2828252;-1.3544E-3; -1.894582;-2.2612E-3;-1.1471235;8.36243E-4;1.64797E-2;-4.4019E-3;-0.1559743;         0;         0;         0;         0;         0;         0;         0;         0;-2.0945E-2;-1.1709E-3;7.02084E-6;-2.0945E-2;-1.1709E-3;-3.1692E-6;-0.1716048;-9.8155E-4;5.02427E-2;16.6257019;-2.0810673;-410.00223;16.6257019;-2.0810673;61.5500526;351.908569;-1.4422E-3;61.5500526;351.908569;46.0443726;-312.01852;202.978653;46.0443726;-312.01852;6911.72363;1285.71021;-3.0846162;6911.72363;1285.71021;32.1133232;  301.6492;202.805481;32.1133232;  301.6492;-6445.5786;516.347839;-0.5866279;-6445.5786;516.347839;183.299179;2.20692658; -2178.572;2.74032784;-2178.5723;563.108337;-1179.3115;694.070618;-1179.4568;693.756348;-8913.2227;686.212952;-8913.3906;684.045837;11.2621641;         0;         0;-17.063644;2.90831256;-6585.2319;-17.063644;2.90831256;611.809692;-4871.2651; 623.03894;611.809692;-4871.2651;-93.678673;5.46820211;-15251.443; 146.26947;-10132.063;623.062744;-0.1813089; -5.093E-4;-0.9362099;-2.2828252;-1.3544E-3; -1.894582;-3.9465E-5;-2.0021E-2;1.45952E-5;-2292861.8;-602.11505; 125445176;16534.6523;-5.19562E9;-220382.14;         0;         0; 126289048;60698.0312; -5.2399E9;         0;854003.438;-810.54785;125906.305;-92696.867; -77126536;-147788.38;   1070716;1350232.75;1350429.75; 846920.75;1120578.88;1120755.75;1.14712568;2.28282563;93.8381317;10133.1192;17.3097153;4909.53512;16.7554411;315.397596;303.353763;357.250683;7030.28977;6466.22755;109.256735;137.778852;137.798954
    29.275;2.15575E-2;-9.7709E-4;0.25245574;-0.3207153;-5.8576E-2;0.27748549;         0;         0;         0;-2.2784536;-1.3501E-3;-1.8999573;-2.2409E-3;-1.1473858;8.25859E-4;1.09865E-2;-5.0317E-3;-0.1461986;         0;         0;         0;         0;         0;         0;         0;         0;-2.1043E-2;-1.1136E-3;7.04937E-6;-2.1043E-2;-1.1136E-3;-3.1892E-6;-0.1673367;-2.4868E-4;5.13731E-2;16.9398842;-1.5059279;-410.07532;16.9398842;-1.5059279; 32.192852;377.708923;1.57251E-3; 32.192852;377.708923;47.0481873;-309.26743;203.033401;47.0481873;-309.26743;6763.51025;1348.06775;-3.0400486;6763.51025;1348.06775;31.8634949;298.972107;202.820007;31.8634949;298.972107;-6295.3086;507.881165;-0.5209426;-6295.3086;507.881165;183.900055;2.59904385;-2174.1914; 3.1045208;-2174.1848;533.883179;-1168.7673;756.963806;-1168.9603;756.702087;-8887.1445;747.739319;-8887.3125; 745.69458;10.6776609;         0;         0;-18.079832;2.94279599;-6581.3491;-18.079832;2.94279599;587.742371;-4830.6216;684.846741;587.742371;-4830.6216;-94.122543;5.31513071;-15248.553;134.646637;-10234.923;684.821472;-0.1770189;2.25327E-4;-0.9475015;-2.2784536;-1.3501E-3;-1.8999573;-3.9111E-5;-2.0026E-2;1.44139E-5;-2321451.5;-487.15503; 125463008;26724.8828;-5.19629E9;-242129.75;         0;         0; 126302512;59375.4062;-5.24046E9;         0;877870.688;-701.86847;69069.5547;-82432.961; -74778648;-167766.33;   1070254; 1350509.5; 1350605.5;846572.188;1120703.25;   1120788;1.14738802;2.27845399;94.2724975;10235.8085;18.3177612;4866.24557;17.0066897;312.825626;300.665267; 379.07837;6896.54679;6315.76231;109.209592;137.807092;137.816888
      29.3; 3.0755E-2;1.17513E-3;0.26895234;-0.3130389;-5.6989E-2;0.26927382;         0;         0;         0;-2.2740817;-1.3463E-3;-1.9052618;-2.2204E-3;-1.1475734; 8.1613E-4;1.09865E-2;-5.6188E-3;-0.1354059;         0;         0;         0;         0;         0;         0;         0;         0;-2.1272E-2; -1.056E-3;7.16351E-6;-2.1272E-2; -1.056E-3;-3.2471E-6;-0.1627178;4.81621E-4;5.23773E-2;17.2512589;-0.9628295;-410.15378;17.2512589;-0.9628295;4.93656349;404.746704;6.19759E-3;4.93656349;404.746704;47.9426651;-307.67239;203.093582;47.9426651;-307.67239;6678.08447;1404.69568;-3.0547752;6678.08447;1404.69568;31.7674084;297.567383;202.845352;31.7674084;297.567383;-6213.4082;508.178223;-0.4743834;-6213.4082;508.178223;184.500931;2.91921997;-2171.9333;3.39407778;-2171.9336;500.984528;-1163.7327;806.953308;-1163.9258;806.743469;-8874.1387;796.617249;-8874.3076;794.689941;10.0196886;         0;         0;-19.468145;2.90831256;-6579.4868;-19.468145;2.90831256;559.149292;-4811.8945;734.600586;559.149292;-4811.8945;-94.788345;5.07926655;-15247.564;126.784142;-10390.221;734.575684; -0.172328;9.53215E-4;-0.9587931;-2.2740817;-1.3463E-3;-1.9052618;-3.8752E-5;-2.0029E-2;1.42441E-5;-2349834.8;-354.92398; 125482592;33574.0547;-5.19691E9;-259988.27;         0;         0; 126315984;58105.2695;-5.24102E9;         0;901862.312;-574.80554;14200.2227;-75562.766; -72388064;-183832.77;1069799.75;1350798.38;1350785.38;846231.438;1120839.75;1120824.12; 1.1475755;2.27408211;94.9243349;10390.9942;19.6841806;4844.27259;17.2781067;311.385294;299.258276;404.776808;6824.22026;6234.15484; 109.16324;137.836569;137.835242
    29.325;4.04917E-2;3.05307E-3;0.28433517;-0.3113787;-5.3714E-2;0.26754677;         0;         0;         0; -2.269814;-1.3428E-3;-1.9105309;-2.1996E-3;-1.1477233;8.07057E-4;1.09865E-2;-6.1591E-3;-0.1237108;         0;         0;         0;         0;         0;         0;         0;         0;-2.1621E-2;-9.9732E-4;7.36121E-6;-2.1621E-2;-9.9732E-4; -3.344E-6;-0.1578845;1.18753E-3;5.32552E-2;17.5556221; -0.460927;-410.23917;17.5556221; -0.460927; -19.72971;432.650665;1.23043E-2; -19.72971;432.650665;48.7184982;-307.27026;203.160828;48.7184982;-307.27026;6657.39111;1454.92664;-3.1411979;6657.39111;1454.92664;31.8311291;297.472382;202.884521;31.8311291;297.472382;-6202.1914;517.276184;-0.4471433;-6202.1914;517.276184;185.096848;3.16192174;-2171.8928;3.60313702;-2171.8931;464.714661;-1164.4927;843.398865;-1164.6382;843.190918;-8874.6729;832.209412;-8874.8408;830.394226; 9.2942915;         0;         0;-21.214272;2.80758476;-6579.7305;-21.214272;2.80758476;526.239441;-4815.8042;  771.7547;526.239441;-4815.8042;-95.676086;4.76831102;-15248.584;122.112221;-10597.956;771.779724;-0.1673364; 1.6528E-3;-0.9695324; -2.269814;-1.3428E-3;-1.9105309;-3.8391E-5;-2.0032E-2;1.40858E-5;-2375121.8;-207.58081; 125504848;37416.2695;-5.19757E9;-273783.25;         0;         0; 126329504;56892.8633;-5.24158E9;         0;924548.688;-434.22531;-40669.105;-71589.641; -69852344;-195878.02;1069353.12;1351095.25;1350973.12;845898.375;1120984.25;1120872.38;1.14772542;2.26981441;95.7948344;10598.6595;21.3992488;4844.47087;17.5616719;311.108513;299.170584;433.100288;6814.51891;  6223.725;109.117666;137.866862;137.854401
     29.35;5.06752E-2;4.62226E-3;0.29846802;-0.3157511;-4.8781E-2; 0.2723695;         0;         0;         0;-2.2656505;-1.3397E-3;-1.9158001;-2.1788E-3;-1.1477983;7.98749E-4;1.09865E-2;-6.6486E-3;-0.1112279;         0;         0;         0;         0;         0;         0;         0;         0;-2.2084E-2;-9.3709E-4;7.64248E-6;-2.2084E-2;-9.3709E-4;-3.4788E-6;-0.1528759;1.84724E-3;5.40124E-2;17.8501682;-7.5441E-3;-410.32895;17.8501682;-7.5441E-3;-41.372448;461.111481;1.96606E-2;-41.372448;461.111481;49.3687134;-308.06778;203.233505;49.3687134;-308.06778;6702.13818;1498.25977;-3.3097801;6702.13818;1498.25977;32.0526352;298.693878;202.936966;32.0526352;298.693878;-6262.0146;535.174988;-0.4369042;-6262.0146;535.174988;185.682816;3.32121921;-2174.0493;  3.726228;-2174.0496;425.375793;-1171.0471;865.955688;-1171.1926;865.748962;-8888.8789;854.172668;-8889.0469;852.513245;  8.507514;         0;         0;-23.275274;2.64605713;-6582.0728;-23.275274;2.64605713; 489.29129;-4842.2485;796.011536; 489.29129;-4842.2485;-96.696991;4.39092779;  -15251.6;120.061134;-10852.079;795.987183;-0.1620842; 2.3025E-3;-0.9803331;-2.2656505;-1.3397E-3;-1.9158001;-3.8028E-5;-2.0033E-2;1.39408E-5;-2400408.8;-49.443279; 125528928; 38669.168; -5.1982E9;-283392.66;         0;         0; 126343032;55748.6875;-5.24214E9;         0;947297.188;-281.74979;-93789.609;-70348.039; -67273936;-203737.59;1068914.25;1351392.12;1351168.88;845573.125;1121140.88;1120928.62;1.14780037;2.26565091;96.7966338;10852.7432;23.4252003;4866.90629;17.8501698; 311.99844;300.408729;462.963797;6867.56424;6284.84206;109.072883;137.897156;137.874375
    29.375; 6.1136E-2;5.85465E-3;0.31120247;-0.3260411;-4.2246E-2;0.28364423;         0;         0;         0;-2.2614868;-1.3371E-3;-1.9209985;-2.1579E-3;-1.1478357;7.91261E-4;1.09865E-2; -7.085E-3;-9.8065E-2;         0;         0;         0;         0;         0;         0;         0;         0;-2.2659E-2;-8.7498E-4;8.00732E-6;-2.2659E-2;-8.7498E-4;-3.6525E-6;-0.1477308;2.44534E-3;5.46435E-2;18.1334934;0.39091113;-410.42252;18.1334934;0.39091113;-59.669289;489.757904;2.78543E-2;-59.669289;489.757904; 49.888649;-310.04147;203.309814; 49.888649;-310.04147;6810.55664;1534.36145;-3.5674977;6810.55664;1534.36145;32.4309196;301.208099;203.001648;32.4309196;301.208099;-6391.6309;561.577637;-0.4396089;-6391.6309;561.577637;186.258865;  3.394346;-2178.3691;3.76100612;-2178.3694;383.270203;-1183.3488;874.476074;-1183.4939;874.269775;-8916.5576;862.457886;-8916.7246;860.948853;7.66540194;         0;         0;-25.636837;2.42735958;-6586.4785;-25.636837;2.42735958;448.606567;-4890.7124;807.271912;448.606567;-4890.7124; -97.78447;3.95481968;-15256.561;119.947189;-11148.557; 807.24762;-0.1566516;2.88481E-3;-0.9911337;-2.2614868;-1.3371E-3;-1.9209985;-3.7662E-5;-2.0034E-2;1.38101E-5;-2425489.2;115.710602; 125554840; 37750.375; -5.1988E9; -288816.5;         0;         0; 126356616;54672.7461; -5.2427E9;         0;    970170;-122.78596;-144942.69;-71258.547; -64669916;-207393.22;   1068483;   1351697;1351368.62;845263.312;1121301.38;1120996.88;1.14783776;2.26148716;97.8644118;11149.2019;25.7514948; 4911.2438;18.1377064;314.029605;302.948979;493.379396;6981.25682;6416.25393;109.028878;137.928265;137.894758
      29.4;7.17971E-2;6.73494E-3;0.32243946;-0.3420021;-3.4201E-2; 0.3011103;         0;         0;         0;-2.2575314;-1.3352E-3;-1.9261969;-2.1367E-3;-1.1477983;7.84648E-4;1.09865E-2; -7.465E-3;-8.4343E-2;         0;         0;         0;         0;         0;         0;         0;         0;-2.3336E-2;-8.1042E-4;8.45571E-6;-2.3336E-2;-8.1042E-4;-3.8631E-6;-0.1425272;2.96515E-3;5.51593E-2;18.3985825;0.72986126;-410.52017;18.3985825;0.72986126;-74.375679;518.280579;3.64603E-2;-74.375679;518.280579;50.2748222;-313.14108;203.387939;50.2748222;-313.14108;6979.99365;1563.06494;-3.9190011;6979.99365;1563.06494;32.9578857;304.960785;203.076965;32.9578857;304.960785;-6588.1919;596.112732;-0.4496548;-6588.1919;596.112732;186.810074;3.37972045;-2184.7578;3.70590806;-2184.7578;338.746613; -1201.255;869.206238;-1201.3998;868.999695;-8957.1748;857.212219;-8957.2754;855.848267;   6.77493;         0;         0;-28.256027;2.15875196; -6592.854;-28.256027;2.15875196;404.486938;-4960.5786;805.734131;404.486938;-4960.5786;-98.960724;3.47153878;-15263.394;121.314575;-11483.354;805.709839;-0.1510786;3.38221E-3;-1.0019344;-2.2575314;-1.3352E-3;-1.9261969;-3.7293E-5;-2.0033E-2;1.36947E-5;-2450569.8; 283.56308; 125582432;35077.5312;-5.19937E9;-290107.03;         0;         0; 126370192;53675.5312;-5.24327E9;         0;993042.875;38.3406487;-194565.55; -73990.07; -62023204;-206917.98;1068051.88;1352001.88;1351580.38;  844953.5;   1121478;1121077.25;1.14780029; 2.2575318;99.0215959;11483.9943;28.3383712;4977.04228;18.4130534;317.151219;306.736536;523.590011; 7152.8654;6615.10566;108.984885;137.959375;137.916365
