Time [s];TipDxc1 [m];TipDyc1 [m];TipDxc2 [m];TipDyc2 [m];TipDxc3 [m];TipDyc3 [m];BldPitch1 [deg];BldPitch2 [deg];BldPitch3 [deg];PtfmSurge [m];PtfmSway [m];PtfmHeave [m];PtfmRoll [deg];PtfmPitch [deg];PtfmYaw [deg];Azimuth [deg];RotSpeed [rpm];RotAccel [deg/s^2];LSSGagP [deg];LSSGagV [rpm];LSSGagA [deg/s^2];GenSpeed [rpm];GenAccel [deg/s^2];YawPos [deg];YawRate [deg/s];YawAccel [deg/s^2];YawBrTDxp [m];YawBrTDyp [m];YawBrTDzp [m];YawBrTDxt [m];YawBrTDyt [m];YawBrTDzt [m];YawBrTAxp [m/s^2];YawBrTAyp [m/s^2];YawBrTAzp [m/s^2];RootFxc1 [kN];RootFyc1 [kN];RootFzc1 [kN];RootFxb1 [kN];RootFyb1 [kN];RootMxc1 [kN-m];RootMyc1 [kN-m];RootMzc1 [kN-m];RootMxb1 [kN-m];RootMyb1 [kN-m];RootFxc2 [kN];RootFyc2 [kN];RootFzc2 [kN];RootFxb2 [kN];RootFyb2 [kN];RootMxc2 [kN-m];RootMyc2 [kN-m];RootMzc2 [kN-m];RootMxb2 [kN-m];RootMyb2 [kN-m];RootFxc3 [kN];RootFyc3 [kN];RootFzc3 [kN];RootFxb3 [kN];RootFyb3 [kN];RootMxc3 [kN-m];RootMyc3 [kN-m];RootMzc3 [kN-m];RootMxb3 [kN-m];RootMyb3 [kN-m];RotThrust [kN];LSShftFya [kN];LSShftFza [kN];LSShftFys [kN];LSShftFzs [kN];LSShftTq [kN-m];LSSTipMya [kN-m];LSSTipMza [kN-m];LSSTipMys [kN-m];LSSTipMzs [kN-m];LSSGagMya [kN-m];LSSGagMza [kN-m];LSSGagMys [kN-m];LSSGagMzs [kN-m];HSShftTq [kN-m];HSShftPwr [kW];HSSBrTq [kN-m];YawBrFxn [kN];YawBrFyn [kN];YawBrFzn [kN];YawBrFxp [kN];YawBrFyp [kN];YawBrMxn [kN-m];YawBrMyn [kN-m];YawBrMzn [kN-m];YawBrMxp [kN-m];YawBrMyp [kN-m];TwrBsFxt [kN];TwrBsFyt [kN];TwrBsFzt [kN];TwrBsMxt [kN-m];TwrBsMyt [kN-m];TwrBsMzt [kN-m];NcIMUTAxs [m/s^2];NcIMUTAys [m/s^2];Wave1Elev [m];WRPSurge [m];WRPSway [m];WRPHeave [m];WRPRoll [rad];WRPPitch [rad];WRPYaw [rad];HydroFxi [N];HydroFyi [N];HydroFzi [N];HydroMxi [N-m];HydroMyi [N-m];HydroMzi [N-m];HdrStcFxi [N];HdrStcFyi [N];HdrStcFzi [N];HdrStcMxi [N-m];HdrStcMyi [N-m];HdrStcMzi [N-m];RdtnFxi [N];RdtnFyi [N];RdtnFzi [N];RdtnMxi [N-m];RdtnMyi [N-m];RdtnMzi [N-m];FAIRTEN1 [N];FAIRTEN2 [N];FAIRTEN3 [N];ANCHTEN1 [N];ANCHTEN2 [N];ANCHTEN3 [N];PtfmTilt [deg];PtfmShift [m];TwrBsShear [kN];TwrBsBend [kN-m];YawBrShear [kN];YawBrBend [kN-m];RootShear1 [kN];RootShear2 [kN];RootShear3 [kN];RootBend1 [kN-m];RootBend2 [kN-m];RootBend3 [kN-m];FAIRTEN1_t [t];FAIRTEN2_t [t];FAIRTEN3_t [t]
      84.6;6.76528E-2;-3.1638E-3;0.17416805;-0.5835536;0.11989207;0.57550013;         0;         0;         0;-0.4104535; -5.852E-4;-1.9318197;-1.2938E-3;-0.7135612;-1.0476E-3;         0;9.28947E-5;-6.5379E-3;         0;         0;         0;         0;         0;         0;         0;         0;-2.5991E-2;-2.5536E-4;1.06855E-5;-2.5991E-2;-2.5536E-4;-4.8402E-6;-8.4021E-2;1.84211E-3;5.24157E-2;17.9399338;-0.4224776;-410.62411;17.9399338;-0.4224776;18.3090401;491.242828;4.14916E-3;18.3090401;491.242828;40.0726547;-360.88159;203.123489;40.0726547;-360.88159;9592.82422;964.521606;-5.5765319;9592.82422;964.521606;45.1549797;360.589539;202.976837;45.1549797;360.589539;-9580.5869;1257.10681;1.04391158;-9580.5869;1257.10681;189.754852;-0.4157521;-2274.4673;-0.3838381;-2274.4673;32.6614151;-1483.5267;-262.87094;-1483.5233;-262.89096;-9557.9033;-261.39163;-9557.8574;-261.52945;0.65322644;         0;         0;-27.111027;-1.1806958;-6681.0391;-27.111027;-1.1806958;12.8643847;-5882.1138;-264.14642;12.8643847;-5882.1138;-147.07625;-0.9049467;-15350.273;145.129974;-13006.076;-264.17963;  -9.13E-2;1.93182E-3;0.59674811;-0.4104535; -5.852E-4;-1.9318197;-2.2581E-5;-1.2454E-2;-1.8284E-5;1394284.25;-1374.9921; 127465464;-269627.03;-5.34543E9;170324.938;         0;         0; 127206392;-130064.17;-5.28265E9;         0;-723351.44;-884.08215;  -4883598; -70844.68; 240461808;13406.0469; 1199291.5;   1319223;1319523.25;972041.062;1087174.62;1087618.25;0.71356241;0.41045392;147.079032;13006.8859;27.1367245;5882.12784;17.9449077; 363.09963;363.405817;491.583907;9641.19175;9662.70993;122.376684;134.614592; 134.64523
    84.625;7.53867E-2;-3.5452E-3;0.17831385;-0.5736253;0.11818892;0.56557769;         0;         0;         0;-0.4241934;-5.6929E-4;-1.9257371;-1.2985E-3;-0.7123241; -1.062E-3;         0;6.73412E-5;-5.7644E-3;         0;         0;         0;         0;         0;         0;         0;         0;-2.6522E-2;-2.8152E-4;1.10177E-5;-2.6522E-2;-2.8152E-4;-5.0118E-6;-7.8389E-2;1.89216E-3;5.04732E-2;18.2008171;-0.4517724;-410.55103;18.2008171;-0.4517724;19.9208527;513.825867;4.66449E-3;19.9208527;513.825867;40.2122345;-358.84424;203.116592;40.2122345;-358.84424;  9483.875;979.596436;  -5.51685;  9483.875;979.596436;44.7665825;358.580872;202.966202;44.7665825;358.580872;-9472.8701;1242.95862;1.01222801;-9472.8701;1242.95862;189.173843;-0.4888788;-2270.7017;-0.4561296;-2270.7019;33.1264114;-1451.7991;-236.17705;-1451.7963;-236.24492;  -9512.75; -234.4769;-9512.7725;-234.60408;0.66252643;         0;         0;-29.801779;-1.2832386;-6676.3828;-29.801779;-1.2832386;15.9743423;-5832.6206;-237.21089;15.9743423;-5832.6206;-153.24605; -0.954045;-15343.919; 157.32254;-13431.632;-237.24388;-8.5546E-2;1.98709E-3;0.61380827;-0.4241934;-5.6929E-4;-1.9257371;-2.2663E-5;-1.2432E-2;-1.8536E-5; 1437736.5; -1311.845; 127440088;-278480.84;-5.34454E9;162093.281;         0;         0; 127192976;-131119.12; -5.2821E9;         0;   -746535;-813.25134;-4822607.5;-77880.422; 238890848;4815.34717;1199545.62;1319608.12;1319906.88; 972157.25;1087632.25;1088084.25;0.71232533;0.42419376;153.249018;13432.5532;29.8293936;5832.64248;18.2064231;361.090309;361.364481;514.211884;9534.33239;9554.06795;122.402615; 134.65389;134.684375
     84.65;8.30744E-2; -3.905E-3;0.18276905;-0.5632038;0.11601567;0.55515021;         0;         0;         0;-0.4378292; -5.538E-4;-1.9196547;-1.3029E-3; -0.711087;-1.0763E-3;         0;4.47744E-5;-4.9838E-3;         0;         0;         0;         0;         0;         0;         0;         0;-2.7051E-2;-3.0543E-4;1.13479E-5;-2.7051E-2;-3.0543E-4;-5.1855E-6;-7.2776E-2; 1.9281E-3;4.85417E-2;18.4602985;-0.4760322;-410.47794;18.4602985;-0.4760322;21.2992287;536.285156;   5.27E-3;21.2992287;536.285156;40.3715897;-356.70633;203.108795;40.3715897;-356.70633;9369.62012;995.783813;-5.4529052;9369.62012;995.783813;44.3448067; 356.46701; 202.95575;44.3448067; 356.46701;-9359.6338;1226.95361;0.97262371;-9359.6338;1226.95361;188.577942;-0.5548904;-2266.7605;-0.5221689;-2266.7605;33.4519119; -1419.359;-206.82361;-1419.3568;-206.84068;-9466.3965;-204.81676;-9466.3525;-204.98129;0.66903639;         0;         0;-32.478218; -1.373077;-6671.5547;-32.478218; -1.373077;19.1307163;-5781.1729; -207.5471;19.1307163;-5781.1729;-159.46024;-0.9877399;-15337.398;168.033783;-13859.204;-207.57983;-7.9793E-2;2.02752E-3;0.63086843;-0.4378292; -5.538E-4;-1.9196547; -2.274E-5;-1.2411E-2;-1.8785E-5;1481188.75;-1251.9362; 127414552;-286165.28;-5.34363E9; 152954.75;         0;         0; 127179280;-132163.58;-5.28154E9;         0;-769656.44;-745.66467;  -4761836;-83674.562; 237302832;-4689.2568;1199822.88;1319985.25;1320278.38;972296.688;1088085.75;1088546.38;0.71108818;0.43782952;159.463295;13860.2227;32.5072298; 5781.2045;18.4664352;358.983663;359.214687;536.707952;9422.38646;9439.71185;122.430906;134.692372;134.722283
    84.675;9.06388E-2; -4.238E-3;0.18743463;-0.5525029;0.11338773;0.54446203;         0;         0;         0; -0.451465;-5.3872E-4;-1.9135015;-1.3069E-3;-0.7099623;-1.0904E-3;         0;2.58582E-5; -4.196E-3;         0;         0;         0;         0;         0;         0;         0;         0;-2.7573E-2;-3.2688E-4;1.16781E-5;-2.7573E-2;-3.2688E-4;-5.3603E-6;-6.7202E-2;1.95249E-3;4.66212E-2;18.7169724;-0.4954858;-410.40454;18.7169724;-0.4954858;22.4330559; 558.43512;5.99146E-3;22.4330559; 558.43512;40.5460663;-354.51483;203.099564;40.5460663;-354.51483;9252.53516;1012.86121;-5.3870225;9252.53516;1012.86121;43.8957214;354.302246;202.945114;43.8957214;354.302246;-9243.5488; 1209.3147;0.92625767;-9243.5488; 1209.3147;187.972092;-0.6141824;-2262.7246;-0.5815651;-2262.7246;33.6379089;-1386.7289;-175.20464;-1386.7274;-175.22005; -9419.376;-172.99953;-9419.4004; -173.1515;0.67275637;         0;         0;-35.140347; -1.450211;-6666.6475;-35.140347; -1.450211;22.3335094;-5728.6958;-175.75031;22.3335094;-5728.6958;-165.65222;-1.0060314;-15330.805;177.263672;-14282.743;-175.73317;  -7.41E-2;2.05448E-3;0.64792854; -0.451465;-5.3872E-4;-1.9135015; -2.281E-5;-1.2391E-2;-1.9031E-5;   1524641;-1195.8055; 127388944;-292680.34;-5.34274E9;143066.312;         0;         0; 127165472;-133192.28;-5.28098E9;         0;-792902.25;-681.86285;  -4700846;-88309.875; 235714800;-14924.984; 1200115.5;1320358.25;1320645.88;972436.062;1088531.38;1088992.25;0.70996351;0.45146527;165.655277;14283.8431;35.1702583;5728.73933;18.7235296;356.825937;357.011087; 558.88552;9307.80826;9322.31929;122.460765;134.730434;134.759783
      84.7; 9.8003E-2;-4.5441E-3; 0.1922611;-0.5418184;0.11035905;0.53377384;         0;         0;         0;-0.4649967;-5.2414E-4;-1.9073129;-1.3106E-3;-0.7088751;-1.1042E-3;         0; 9.9287E-6;-3.4154E-3;         0;         0;         0;         0;         0;         0;         0;         0;-2.8089E-2;-3.4589E-4;1.20062E-5;-2.8089E-2;-3.4589E-4;-5.5351E-6;-6.1726E-2;1.96404E-3;4.47061E-2;18.9652328;-0.5101331;-410.33084;18.9652328;-0.5101331;23.3334465; 579.90448;6.81599E-3;23.3334465; 579.90448;40.7321701;-352.33005;203.088318;40.7321701;-352.33005;9135.62695;1030.43921;-5.3211398;9135.62695;1030.43921; 43.425396;352.134094;202.933426; 43.425396;352.134094;-9127.4639; 1190.3761;0.87390268;-9127.4639; 1190.3761;187.361298;-0.6659639;-2258.6887;-0.6331461;-2258.6887;33.7309113;-1354.2412;-141.91115;-1354.2405; -141.9248;-9372.6221;-139.56445;-9372.5811;-139.70325; 0.6746164;         0;         0;-37.773846;-1.5146406;-6661.7329;-37.773846;-1.5146406; 25.513092;-5676.3223;-142.26694; 25.513092;-5676.3223;-171.79982;-1.0118077;-15324.212; 184.89827;-14702.248;-142.24951;-6.8527E-2;2.07066E-3; 0.6649887;-0.4649967;-5.2414E-4;-1.9073129;-2.2874E-5;-1.2372E-2;-1.9271E-5;   1567990;-1145.0719; 127363344;-297942.53;-5.34185E9;132637.219;         0;         0; 127151376;-134194.75;-5.28041E9;         0;-816085.81;-623.46796;  -4639637;-91703.586; 234101152;-25727.332; 1200423.5;1320719.38; 1320997.5;    972591;1088964.88;1089434.25;0.70887633;0.46499696;171.802799;14703.4107;37.8042002; 5676.3796;18.9720925;354.676715;354.801614;580.373721; 9193.5567; 9204.7592;122.492194;134.767283;134.795663
    84.725;0.10508981; -4.821E-3;0.19716181;-0.5313805;0.10695276;0.52333003;         0;         0;         0;-0.4785284;-5.0997E-4;-1.9011242;-1.3139E-3;-0.7078629;-1.1177E-3;         0;-2.6821E-6;-2.6634E-3;         0;         0;         0;         0;         0;         0;         0;         0;-2.8595E-2;-3.6246E-4;1.23323E-5;-2.8595E-2;-3.6246E-4;-5.7088E-6;-5.6405E-2;1.96404E-3;4.27417E-2;19.2050762;-0.5202033;-410.25397;19.2050762;-0.5202033;23.9892864;600.631348;7.74358E-3;23.9892864;600.631348;40.9229317;-350.19217;203.073273;40.9229317;-350.19217;9021.54883;1048.18408;-5.2568073;9021.54883;1048.18408;42.9409142;350.016846; 202.91925;42.9409142;350.016846;-9014.0488;1170.39771; 0.8169111;-9014.0488;1170.39771;186.740555;-0.7102352;-2254.7202;-0.6773025;-2254.7205;33.7309113;-1322.4186;-107.53415;-1322.4185;-107.54598;-9326.6689;-105.00182;-9326.6953;-105.17602; 0.6746164;         0;         0;-40.350098;-1.5654583;-6656.8833;-40.350098;-1.5654583;28.6926765;-5624.9771;-107.74186;28.6926765;-5624.9771;-177.85864;-1.0041059;-15317.639;191.051529;-15113.686;-107.72415;-6.3074E-2;2.07335E-3;0.68057603;-0.4785284;-5.0997E-4;-1.9011242;-2.2931E-5;-1.2355E-2;-1.9507E-5;1609687.75;-1098.1165; 127336136;-302035.31;-5.34085E9;121039.656;         0;         0; 127137160;-135170.97;-5.27982E9;         0;   -838710;-572.64282;-4574274.5;-94104.016; 232274080;-36456.566;1200739.12;1321068.38;1321341.12;972753.625;1089394.38;1089860.12;0.70786413;0.47852865;177.861477; 15114.893;40.3804537;5625.05023;19.2121202;352.575158;352.641056;601.110224;9082.23723;9089.71436;122.524401;134.802895;134.830727
     84.75;0.11182231;-5.0659E-3;0.20205015;-0.5214521;0.10321508;0.51339132;         0;         0;         0;-0.4918519;-4.9647E-4;-1.8949003;-1.3168E-3;-0.7069257;-1.1308E-3;         0;-1.2306E-5;-1.9401E-3;         0;         0;         0;         0;         0;         0;         0;         0;-2.9092E-2;-3.7639E-4;1.26543E-5;-2.9092E-2;-3.7638E-4;-5.8826E-6; -5.128E-2;1.95377E-3;4.07883E-2;19.4308949;-0.5259249;-410.17679;19.4308949;-0.5259249;24.4228096;620.306458;8.77424E-3;24.4228096;620.306458;41.1148567;-348.15814;203.055695;41.1148567;-348.15814;8913.13086;1065.81775;-5.1967378;8913.13086;1065.81775; 42.446312;347.997986;202.903305; 42.446312;347.997986;-8905.9756;1149.63953;0.75624883;-8905.9756;1149.63953;186.124786;-0.7466009;-2250.9277;-0.7136437; -2250.928;33.6844101;-1291.5934;-72.615387;-1291.5939;-72.674629;-9282.3828;-69.997955;-9282.4102;-70.109299;0.67368639;         0;         0; -42.85479;-1.6026641;-6652.1982; -42.85479;-1.6026641;31.8026333; -5575.793;-72.720734;31.8026333; -5575.793;-183.78432;-0.9848518;-15311.232; 195.72345;-15515.039;-72.702736;-5.7842E-2;2.06527E-3;0.69616336;-0.4918519;-4.9647E-4;-1.8949003;-2.2982E-5;-1.2338E-2;-1.9736E-5;1651282.12;-1057.6376; 127309000;-304875.22;-5.33986E9;109267.695;         0;         0; 127122664; -136115.7;-5.27923E9;         0;-861396.38;-527.22455;  -4508694;-95345.617; 230429920;-47368.582;1201070.25;1321405.38;1321664.62;  972908.5;1089807.75;1090269.88;0.70692692;0.49185215;183.786956;15516.2735;42.8847471;5575.88366; 19.438011;350.577414;350.577078;620.787061;8976.62905;8979.87039;122.558189;134.837283;134.863737
    84.775;0.11812343; -5.279E-3;0.20687661;-0.5122799;9.91922E-2;0.50420207;         0;         0;         0;-0.5051754;-4.8346E-4; -1.888641;-1.3192E-3;-0.7060634;-1.1435E-3;         0;-1.8943E-5;-1.2812E-3;         0;         0;         0;         0;         0;         0;         0;         0;-2.9576E-2;-3.8768E-4;1.29743E-5;-2.9576E-2;-3.8768E-4;-6.0552E-6;-4.6388E-2;1.93324E-3;3.88293E-2; 19.641283; -0.527527;-410.09897; 19.641283; -0.527527;24.6340122;638.682251;9.86932E-3;24.6340122;638.682251; 41.302124;-346.27829;203.035385; 41.302124;-346.27829;8812.84863;1082.89526;-5.1432567;8812.84863;1082.89526;41.9507027;346.125031;202.885757;41.9507027;346.125031; -8805.915;1128.39868;0.69288188; -8805.915;1128.39868;185.504044;-0.7746658;-2247.3853;-0.7421696;-2247.3855; 33.568161;-1262.2405;-37.745872;-1262.2416;-37.803272; -9240.498;-34.994095; -9240.459;-35.140667;0.67136139;         0;         0;-45.273602;-1.6271654;-6647.7642;-45.273602;-1.6271654;34.8197556;-5529.5928;-37.749207;34.8197556;-5529.5928;-189.57683; -0.954045;-15305.086;198.800079;-15908.324;-37.730919; -5.283E-2;2.04505E-3;0.71175069;-0.5051754;-4.8346E-4; -1.888641;-2.3025E-5;-1.2323E-2;-1.9958E-5;1692876.62;-1022.5558; 127282096;-306629.28;-5.33888E9;97495.7266;         0;         0; 127108048;-137028.94;-5.27863E9;         0;-884082.75;-488.29465;-4442894.5;-95511.164; 228560144;-58280.602;1201393.62;1321722.25;1321972.25;973071.188;1090209.25;1090663.62;0.70606468;0.50517564;189.579229;15909.5663;45.3028328; 5529.7024;19.6483659;348.732734;348.657996;639.157142;8879.13077;8877.91773;122.591186;134.869617;134.895128
      84.8;0.12394696;-5.4589E-3;0.21155457;-0.5040775;9.49305E-2;0.49595785;         0;         0;         0;-0.5182908;-4.7112E-4;-1.8823464;-1.3213E-3;-0.7052387;-1.1558E-3;         0;-2.3258E-5;-6.7962E-4;         0;         0;         0;         0;         0;         0;         0;         0;-3.0048E-2;-3.9634E-4;1.32903E-5;-3.0048E-2;-3.9634E-4;-6.2269E-6;-4.1769E-2;1.90372E-3;3.68704E-2;19.8334389;-0.5254672;-410.02051;19.8334389;-0.5254672;24.6451283;655.634949;1.10417E-2;24.6451283;655.634949;41.4812546;-344.58942;203.012375;41.4812546;-344.58942;8723.00098;1099.24951;-5.0983014;8723.00098;1099.24951; 41.459137;344.442108;202.866089; 41.459137;344.442108;-8716.3584;1107.00916;0.62738985;-8716.3584;1107.00916;184.893234; -0.794825;-2244.1741;-0.7624893;-2244.1743;33.4286613;  -1234.74;-3.4673665;-1234.7417;-3.4737062;-9201.5479;-0.6275585;-9201.5762;-0.7605708;0.66857141;         0;         0;-47.606541;-1.6389624;-6643.6665;-47.606541;-1.6389624;37.7208366;-5487.4053;-3.4225509;37.7208366;-5487.4053;-195.21397;-0.9126484;-15299.263; 200.39537;-16287.492;-3.4039774;-4.8099E-2;2.01539E-3;0.72733796;-0.5182908;-4.7112E-4;-1.8823464;-2.3061E-5;-1.2309E-2;-2.0173E-5;1734367.88;-994.49048; 127255352;-307297.47;-5.33791E9;85898.1641;         0;         0; 127093208;-137905.44;-5.27803E9;         0;-906955.56;-456.39374;-4376657.5;-94600.656; 226681824;-69009.836;1201724.75;1322027.12;   1322264;973233.812; 1090598.5;1091045.25;0.70523994;0.51829097;195.216107;16288.7249;47.6347448;5487.53492;19.8403985;347.077168;346.928272;656.097987;8791.99042;8786.37428;122.624974;134.900727;134.924898
    84.825;0.12923127;-5.6043E-3;0.21600977;-0.4970258;9.04761E-2;0.48890299;         0;         0;         0;-0.5314061;-4.5935E-4;-1.8760517; -1.323E-3;-0.7044889;-1.1676E-3;         0;-2.4917E-5;-1.5682E-4;         0;         0;         0;         0;         0;         0;         0;         0;-3.0507E-2;-4.0236E-4;1.36021E-5;-3.0507E-2;-4.0236E-4;-6.3964E-6;-3.7443E-2;1.86393E-3;3.48676E-2;20.0045567;-0.5197455; -409.9389;20.0045567;-0.5197455;24.4783878;670.979065;1.22398E-2;24.4783878;670.979065;41.6464233;-343.13177;202.985184;41.6464233;-343.13177; 8645.8877;1114.43555;-5.0645847; 8645.8877;1114.43555;40.9766731;342.989868;202.843231;40.9766731;342.989868;-8639.0869;1085.69397;0.56054544;-8639.0869;1085.69397;184.287399;-0.8070787;-2241.3416;-0.7749938;-2241.3418;33.2891617;-1209.4243;29.7276211;-1209.4265;29.7230339;-9166.1992;32.6114044;-9166.1621;32.4915047;0.66578138;         0;         0;-49.839294; -1.638055;-6639.9268;-49.839294; -1.638055;40.4826622;-5449.8486;29.8127956;40.4826622;-5449.8486;-200.58481;-0.8625874;-15293.771;200.623276;-16652.543; 29.831646;-4.3669E-2; 1.9763E-3;0.74151385;-0.5314061;-4.5935E-4;-1.8760517;-2.3091E-5;-1.2296E-2;-2.0378E-5;   1773898;-971.82227; 127227376;-306879.84;-5.33684E9;73951.8047;         0;         0; 127078192; -138734.7;-5.27741E9;         0;-929020.38;-432.60324;  -4306049;-92862.414; 224572992;-78989.672;1202055.88;   1322308;1322531.62;973404.188;1090971.88;1091402.88;0.70449012; 0.5314063;200.586663;16653.7514;49.8662059;5449.99899;20.0113074; 345.64988;345.428918;671.425422;8717.41594;8707.04049;122.658763;134.929388;134.952207
     84.85;0.13389935;-5.7178E-3; 0.2201927;-0.4913054; 8.5883E-2;0.48315158;         0;         0;         0;-0.5444174;-4.4833E-4;-1.8697217;-1.3243E-3;-0.7038141;-1.1788E-3;         0;-2.4585E-5; 2.8721E-4;         0;         0;         0;         0;         0;         0;         0;         0;-3.0951E-2;-4.0594E-4;1.39119E-5;-3.0951E-2;-4.0593E-4;-6.5638E-6;-3.3467E-2;1.81644E-3;3.28538E-2;20.1532307;-0.5112775;-409.85699;20.1532307;-0.5112775;24.1449108;684.467041; 1.3438E-2;24.1449108;684.467041;41.7941475; -341.9422;202.955276;41.7941475; -341.9422;8583.27734;1128.34216;-5.0436573;8583.27734;1128.34216;40.5103951; 341.79892;202.818237;40.5103951; 341.79892;-8576.2373;1064.75012;0.49254194;-8576.2373;1064.75012;183.696457; -0.811822;-2238.9619; -0.779683;-2238.9622; 33.149662;-1186.5785;61.3958397;-1186.5812;61.3929214;-9134.9189;64.2815628;-9134.8818;64.1251221; 0.6629914;         0;         0;-51.943233;-1.6244431;-6636.6313;-51.943233;-1.6244431;43.0588226;-5417.7451;61.4607849;43.0588226;-5417.7451;-205.75589; -0.803862;-15288.717;199.369827;-17001.457;61.4302902;-3.9579E-2;1.92778E-3;0.75575107;-0.5444174;-4.4833E-4;-1.8697217;-2.3114E-5;-1.2284E-2;-2.0573E-5;   1813325;-956.17047; 127199712;-305376.38;-5.33579E9;62493.7617;         0;         0; 127063000;-139516.73;-5.27679E9;         0; -951209.5;-416.38242;-4235221.5;-90048.117; 222447088;-88457.719;1202394.62;1322568.75;1322775.38;973574.562;1091329.12;1091748.38;0.70381534;0.54441757; 205.75746; 17002.626;51.9686282;5417.91622;20.1597151;344.486892;344.191217; 684.89277;8657.12458;8642.07956;122.693329;134.955995;134.977079
    84.875;0.13793577;-5.7995E-3;0.22402912;-0.4870645;8.11897E-2;0.47888282;         0;         0;         0;-0.5574287;-4.3806E-4;-1.8633916;-1.3253E-3;-0.7031768;-1.1894E-3;         0;-2.2594E-5;6.30973E-4;         0;         0;         0;         0;         0;         0;         0;         0;-3.1382E-2;-4.0669E-4;1.42176E-5;-3.1382E-2;-4.0669E-4; -6.728E-6;-2.9861E-2;1.75997E-3;  3.084E-2;20.2752571;-0.5002919;-409.77414;20.2752571;-0.5002919;23.6669254;696.036987;1.46104E-2;23.6669254;696.036987;41.9209328;-341.04416;202.922821;41.9209328;-341.04416;8536.58496;1140.58008;-5.0374565;8536.58496;1140.58008;40.0633316;340.896393;202.791306;40.0633316;340.896393;-8529.2334;1044.40039;0.42376563;-8529.2334;1044.40039;183.110474;-0.8086598;-2237.0894;-0.7769476;-2237.0896;33.0101624; -1166.535;91.0447769;-1166.5381;91.0434265;-9108.1738;93.9417038;-9108.2041;93.7969589;0.66020143;         0;         0;-53.932671;-1.5990342;-6633.8447;-53.932671;-1.5990342;45.4493103;-5391.7124;91.0253601;45.4493103;-5391.7124;-210.70505;-0.7383977;-15284.162;196.748993;-17334.238;91.0447235;-3.5851E-2;1.86982E-3;0.76998836;-0.5574287;-4.3806E-4;-1.8633916; -2.313E-5;-1.2273E-2;-2.0759E-5;   1852752;-947.53497; 127172352;-302954.09;-5.33475E9;51680.9961;         0;         0; 127047640;-140246.28;-5.27615E9;         0;-973522.94;-407.19064;-4163738.5;-86406.086; 220304112;-97286.031;1202741.12;1322809.38;   1323003;973775.938;1091674.25;1092077.88;0.70317805;0.55742883;210.706341;17335.3548;  53.95637;5391.90396;20.2814285;343.610947;343.242511;696.439237;8612.44482;8592.93864;122.728686;134.980548;135.000306
      84.9;0.14127891; -5.848E-3; 0.2274819;-0.4843852;7.64425E-2;0.47619447;         0;         0;         0;-0.5702317;-4.2845E-4;-1.8570262;-1.3258E-3;-0.7026144;-1.1994E-3;         0;-1.9275E-5;8.74471E-4;         0;         0;         0;         0;         0;         0;         0;         0;-3.1797E-2;-4.0481E-4;1.45193E-5;-3.1797E-2;-4.0481E-4;-6.8902E-6;-2.6607E-2;1.69579E-3;2.88207E-2;20.3706341;-0.4872466;-409.69067;20.3706341;-0.4872466;23.0777798;705.503296;1.57183E-2;23.0777798;705.503296; 42.024456;-340.46109;202.887665; 42.024456;-340.46109;8506.87109;1151.03796;-5.0471454;8506.87109;1151.03796;39.6415558;   340.306;202.762421;39.6415558;   340.306;-8499.1445;1024.86768;0.35383016;-8499.1445;1024.86768;182.534439;-0.7987778;-2235.7441;-0.7671785;-2235.7441;32.8706627;-1149.4838;118.329674;-1149.4872; 118.28051;-9086.4316;121.150581;-9086.3955;121.016579;0.65741146;         0;         0;-55.793297;-1.5618284;-6631.5811;-55.793297;-1.5618284; 47.584507;-5372.1621;  118.2089; 47.584507;-5372.1621;-215.38788;-0.6652316;-15280.127;192.874725;  -17652.9;118.228485;-3.2483E-2;1.80242E-3;0.78422558;-0.5702317;-4.2845E-4;-1.8570262; -2.314E-5;-1.2263E-2;-2.0934E-5;1891972.62;-946.45551; 127145448;-299696.56;-5.33372E9;41635.5859;         0;         0; 127032056;-140923.33;-5.27551E9;         0;-995960.69;-405.56857;  -4091818;-81853.547; 218126976;-105328.39;1203103.12;   1323030;1323210.75;973992.812; 1092007.5;1092391.25;0.70261568; 0.5702319;215.388906; 17653.954;55.8151528;5372.37285;20.3764605;343.044908;342.607102;705.880645;8584.38956;8560.71326;122.765625;135.003061;135.021505
