station_id,x_m,point_order,y_m,z_down_m,feature,source,table_x,waterline_z_table,scale_m
S17,2.100000,1,0.077100,0.030000,wetted_offset,B2.md TABLE OF OFFSETS,6.000,1.500,0.100
S17,2.100000,2,0.065500,0.060000,wetted_offset,B2.md TABLE OF OFFSETS,6.000,1.500,0.100
S17,2.100000,3,0.050200,0.090000,wetted_offset,B2.md TABLE OF OFFSETS,6.000,1.500,0.100
S17,2.100000,4,0.032900,0.120000,wetted_offset,B2.md TABLE OF OFFSETS,6.000,1.500,0.100
S17,2.100000,5,0.020000,0.138100,wetted_offset,B2.md TABLE OF OFFSETS,6.000,1.500,0.100
S17,2.100000,6,0.010000,0.146500,wetted_offset,B2.md TABLE OF OFFSETS,6.000,1.500,0.100
S17,2.100000,7,0.000000,0.150000,keel,B2.md TABLE OF OFFSETS,6.000,1.500,0.100
S17,2.100000,8,-0.010000,0.146500,wetted_offset,B2.md TABLE OF OFFSETS,6.000,1.500,0.100
S17,2.100000,9,-0.020000,0.138100,wetted_offset,B2.md TABLE OF OFFSETS,6.000,1.500,0.100
S17,2.100000,10,-0.032900,0.120000,wetted_offset,B2.md TABLE OF OFFSETS,6.000,1.500,0.100
S17,2.100000,11,-0.050200,0.090000,wetted_offset,B2.md TABLE OF OFFSETS,6.000,1.500,0.100
S17,2.100000,12,-0.065500,0.060000,wetted_offset,B2.md TABLE OF OFFSETS,6.000,1.500,0.100
S17,2.100000,13,-0.077100,0.030000,wetted_offset,B2.md TABLE OF OFFSETS,6.000,1.500,0.100
S17,2.100000,14,-0.085500,0.000000,waterline,B2.md TABLE OF OFFSETS,6.000,1.500,0.100
S18,2.250000,0,0.073900,0.000000,waterline,B2.md TABLE OF OFFSETS,7.500,1.500,0.100
S18,2.250000,1,0.065800,0.030000,wetted_offset,B2.md TABLE OF OFFSETS,7.500,1.500,0.100
S18,2.250000,2,0.055700,0.060000,wetted_offset,B2.md TABLE OF OFFSETS,7.500,1.500,0.100
S18,2.250000,3,0.042800,0.090000,wetted_offset,B2.md TABLE OF OFFSETS,7.500,1.500,0.100
S18,2.250000,4,0.028000,0.120000,wetted_offset,B2.md TABLE OF OFFSETS,7.500,1.500,0.100
S18,2.250000,5,0.015100,0.140000,wetted_offset,B2.md TABLE OF OFFSETS,7.500,1.500,0.100
S18,2.250000,6,0.000000,0.150000,keel,B2.md TABLE OF OFFSETS,7.500,1.500,0.100
S18,2.250000,7,-0.015100,0.140000,wetted_offset,B2.md TABLE OF OFFSETS,7.500,1.500,0.100
S18,2.250000,8,-0.028000,0.120000,wetted_offset,B2.md TABLE OF OFFSETS,7.500,1.500,0.100
S18,2.250000,9,-0.042800,0.090000,wetted_offset,B2.md TABLE OF OFFSETS,7.500,1.500,0.100
S18,2.250000,10,-0.055700,0.060000,wetted_offset,B2.md TABLE OF OFFSETS,7.500,1.500,0.100
S18,2.250000,11,-0.065800,0.030000,wetted_offset,B2.md TABLE OF OFFSETS,7.500,1.500,0.100
S18,2.250000,12,-0.073900,0.000000,waterline,B2.md TABLE OF OFFSETS,7.500,1.500,0.100
S19,2.400000,0,0.061000,0.000000,waterline,B2.md TABLE OF OFFSETS,9.000,1.500,0.100
S19,2.400000,1,0.053600,0.030000,wetted_offset,B2.md TABLE OF OFFSETS,9.000,1.500,0.100
S19,2.400000,2,0.045000,0.060000,wetted_offset,B2.md TABLE OF OFFSETS,9.000,1.500,0.100
S19,2.400000,3,0.034700,0.090000,wetted_offset,B2.md TABLE OF OFFSETS,9.000,1.500,0.100
S19,2.400000,4,0.022400,0.120000,wetted_offset,B2.md TABLE OF OFFSETS,9.000,1.500,0.100
S19,2.400000,5,0.011600,0.140000,wetted_offset,B2.md TABLE OF OFFSETS,9.000,1.500,0.100
S19,2.400000,6,0.000000,0.150000,keel,B2.md TABLE OF OFFSETS,9.000,1.500,0.100
S19,2.400000,7,-0.011600,0.140000,wetted_offset,B2.md TABLE OF OFFSETS,9.000,1.500,0.100
S19,2.400000,8,-0.022400,0.120000,wetted_offset,B2.md TABLE OF OFFSETS,9.000,1.500,0.100
S19,2.400000,9,-0.034700,0.090000,wetted_offset,B2.md TABLE OF OFFSETS,9.000,1.500,0.100
S19,2.400000,10,-0.045000,0.060000,wetted_offset,B2.md TABLE OF OFFSETS,9.000,1.500,0.100
S19,2.400000,11,-0.053600,0.030000,wetted_offset,B2.md TABLE OF OFFSETS,9.000,1.500,0.100
S19,2.400000,12,-0.061000,0.000000,waterline,B2.md TABLE OF OFFSETS,9.000,1.500,0.100
S20,2.550000,0,0.047200,0.000000,waterline,B2.md TABLE OF OFFSETS,10.500,1.500,0.100
S20,2.550000,1,0.040700,0.030000,wetted_offset,B2.md TABLE OF OFFSETS,10.500,1.500,0.100
S20,2.550000,2,0.033600,0.060000,wetted_offset,B2.md TABLE OF OFFSETS,10.500,1.500,0.100
S20,2.550000,3,0.025600,0.090000,wetted_offset,B2.md TABLE OF OFFSETS,10.500,1.500,0.100
S20,2.550000,4,0.016100,0.120000,wetted_offset,B2.md TABLE OF OFFSETS,10.500,1.500,0.100
S20,2.550000,5,0.010000,0.135400,wetted_offset,B2.md TABLE OF OFFSETS,10.500,1.500,0.100
S20,2.550000,6,0.000000,0.149800,keel,B2.md TABLE OF OFFSETS,10.500,1.500,0.100
S20,2.550000,7,-0.010000,0.135400,wetted_offset,B2.md TABLE OF OFFSETS,10.500,1.500,0.100
S20,2.550000,8,-0.016100,0.120000,wetted_offset,B2.md TABLE OF OFFSETS,10.500,1.500,0.100
S20,2.550000,9,-0.025600,0.090000,wetted_offset,B2.md TABLE OF OFFSETS,10.500,1.500,0.100
S20,2.550000,10,-0.033600,0.060000,wetted_offset,B2.md TABLE OF OFFSETS,10.500,1.500,0.100
S20,2.550000,11,-0.040700,0.030000,wetted_offset,B2.md TABLE OF OFFSETS,10.500,1.500,0.100
S20,2.550000,12,-0.047200,0.000000,waterline,B2.md TABLE OF OFFSETS,10.500,1.500,0.100
S21,2.700000,0,0.032400,0.000000,waterline,B2.md TABLE OF OFFSETS,12.000,1.500,0.100
S21,2.700000,1,0.026900,0.030000,wetted_offset,B2.md TABLE OF OFFSETS,12.000,1.500,0.100
S21,2.700000,2,0.023200,0.050000,wetted_offset,B2.md TABLE OF OFFSETS,12.000,1.500,0.100
S21,2.700000,3,0.019500,0.070000,wetted_offset,B2.md TABLE OF OFFSETS,12.000,1.500,0.100
S21,2.700000,4,0.015500,0.090000,wetted_offset,B2.md TABLE OF OFFSETS,12.000,1.500,0.100
S21,2.700000,5,0.011000,0.110000,wetted_offset,B2.md TABLE OF OFFSETS,12.000,1.500,0.100
S21,2.700000,6,0.005900,0.130000,wetted_offset,B2.md TABLE OF OFFSETS,12.000,1.500,0.100
S21,2.700000,7,0.000000,0.145100,keel,B2.md TABLE OF OFFSETS,12.000,1.500,0.100
S21,2.700000,8,-0.005900,0.130000,wetted_offset,B2.md TABLE OF OFFSETS,12.000,1.500,0.100
S21,2.700000,9,-0.011000,0.110000,wetted_offset,B2.md TABLE OF OFFSETS,12.000,1.500,0.100
S21,2.700000,10,-0.015500,0.090000,wetted_offset,B2.md TABLE OF OFFSETS,12.000,1.500,0.100
S21,2.700000,11,-0.019500,0.070000,wetted_offset,B2.md TABLE OF OFFSETS,12.000,1.500,0.100
S21,2.700000,12,-0.023200,0.050000,wetted_offset,B2.md TABLE OF OFFSETS,12.000,1.500,0.100
S21,2.700000,13,-0.026900,0.030000,wetted_offset,B2.md TABLE OF OFFSETS,12.000,1.500,0.100
S21,2.700000,14,-0.032400,0.000000,waterline,B2.md TABLE OF OFFSETS,12.000,1.500,0.100
S22,2.850000,0,0.016600,0.000000,waterline,B2.md TABLE OF OFFSETS,13.500,1.500,0.100
S22,2.850000,1,0.012300,0.030000,wetted_offset,B2.md TABLE OF OFFSETS,13.500,1.500,0.100
S22,2.850000,2,0.008200,0.060000,wetted_offset,B2.md TABLE OF OFFSETS,13.500,1.500,0.100
S22,2.850000,3,0.004100,0.090000,wetted_offset,B2.md TABLE OF OFFSETS,13.500,1.500,0.100
S22,2.850000,4,0.000000,0.118300,keel,B2.md TABLE OF OFFSETS,13.500,1.500,0.100
S22,2.850000,5,-0.004100,0.090000,wetted_offset,B2.md TABLE OF OFFSETS,13.500,1.500,0.100
S22,2.850000,6,-0.008200,0.060000,wetted_offset,B2.md TABLE OF OFFSETS,13.500,1.500,0.100
S22,2.850000,7,-0.012300,0.030000,wetted_offset,B2.md TABLE OF OFFSETS,13.500,1.500,0.100
S22,2.850000,8,-0.016600,0.000000,waterline,B2.md TABLE OF OFFSETS,13.500,1.500,0.100
